year,type_activity,age_group,value,unit,source
2562,ศึกษาเรียนรู้ผ่านอินเทอร์เน็ต หรือเรียนหลักสูตรออนไลน์,60 ปีขึ้นไป,60,พันคน,สำนักงานสถิติแห่งชาติ
2563,ศึกษาเรียนรู้ผ่านอินเทอร์เน็ต หรือเรียนหลักสูตรออนไลน์,รวม,5304,พันคน,สำนักงานสถิติแห่งชาติ
2563,ศึกษาเรียนรู้ผ่านอินเทอร์เน็ต หรือเรียนหลักสูตรออนไลน์,6 - 9 ปี,431,พันคน,สำนักงานสถิติแห่งชาติ
2563,ศึกษาเรียนรู้ผ่านอินเทอร์เน็ต หรือเรียนหลักสูตรออนไลน์,10 - 14 ปี,1077,พันคน,สำนักงานสถิติแห่งชาติ
2563,ศึกษาเรียนรู้ผ่านอินเทอร์เน็ต หรือเรียนหลักสูตรออนไลน์,15 - 19 ปี,1381,พันคน,สำนักงานสถิติแห่งชาติ
2563,ศึกษาเรียนรู้ผ่านอินเทอร์เน็ต หรือเรียนหลักสูตรออนไลน์,20 - 24 ปี,651,พันคน,สำนักงานสถิติแห่งชาติ
2563,ศึกษาเรียนรู้ผ่านอินเทอร์เน็ต หรือเรียนหลักสูตรออนไลน์,25 - 29 ปี,360,พันคน,สำนักงานสถิติแห่งชาติ
2563,ศึกษาเรียนรู้ผ่านอินเทอร์เน็ต หรือเรียนหลักสูตรออนไลน์,30 - 34 ปี,254,พันคน,สำนักงานสถิติแห่งชาติ
2563,ศึกษาเรียนรู้ผ่านอินเทอร์เน็ต หรือเรียนหลักสูตรออนไลน์,35 - 39 ปี,264,พันคน,สำนักงานสถิติแห่งชาติ
2563,ศึกษาเรียนรู้ผ่านอินเทอร์เน็ต หรือเรียนหลักสูตรออนไลน์,40 - 49 ปี,473,พันคน,สำนักงานสถิติแห่งชาติ
2563,ศึกษาเรียนรู้ผ่านอินเทอร์เน็ต หรือเรียนหลักสูตรออนไลน์,50 - 59 ปี,309,พันคน,สำนักงานสถิติแห่งชาติ
2563,ศึกษาเรียนรู้ผ่านอินเทอร์เน็ต หรือเรียนหลักสูตรออนไลน์,60 ปีขึ้นไป,105,พันคน,สำนักงานสถิติแห่งชาติ
2562,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,รวม,708,พันคน,สำนักงานสถิติแห่งชาติ
2562,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,6 - 9 ปี,4,พันคน,สำนักงานสถิติแห่งชาติ
2562,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,10 - 14 ปี,16,พันคน,สำนักงานสถิติแห่งชาติ
2562,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,15 - 19 ปี,59,พันคน,สำนักงานสถิติแห่งชาติ
2562,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,20 - 24 ปี,88,พันคน,สำนักงานสถิติแห่งชาติ
2562,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,25 - 29 ปี,114,พันคน,สำนักงานสถิติแห่งชาติ
2562,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,30 - 34 ปี,108,พันคน,สำนักงานสถิติแห่งชาติ
2562,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,35 - 39 ปี,82,พันคน,สำนักงานสถิติแห่งชาติ
2562,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,40 - 49 ปี,137,พันคน,สำนักงานสถิติแห่งชาติ
2562,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,50 - 59 ปี,78,พันคน,สำนักงานสถิติแห่งชาติ
2562,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,60 ปีขึ้นไป,21,พันคน,สำนักงานสถิติแห่งชาติ
2563,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,รวม,1052,พันคน,สำนักงานสถิติแห่งชาติ
2563,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,6 - 9 ปี,6,พันคน,สำนักงานสถิติแห่งชาติ
2563,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,10 - 14 ปี,32,พันคน,สำนักงานสถิติแห่งชาติ
2563,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,15 - 19 ปี,109,พันคน,สำนักงานสถิติแห่งชาติ
2563,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,20 - 24 ปี,123,พันคน,สำนักงานสถิติแห่งชาติ
2563,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,25 - 29 ปี,139,พันคน,สำนักงานสถิติแห่งชาติ
2563,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,30 - 34 ปี,129,พันคน,สำนักงานสถิติแห่งชาติ
2563,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,35 - 39 ปี,130,พันคน,สำนักงานสถิติแห่งชาติ
2563,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,40 - 49 ปี,225,พันคน,สำนักงานสถิติแห่งชาติ
2563,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,50 - 59 ปี,132,พันคน,สำนักงานสถิติแห่งชาติ
2563,เข้าร่วมเครือข่ายออนไลน์เพื่อการทำงาน เช่น LinkedIn เป็นต้น,60 ปีขึ้นไป,28,พันคน,สำนักงานสถิติแห่งชาติ
2562,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,รวม,6397,พันคน,สำนักงานสถิติแห่งชาติ
2562,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,6 - 9 ปี,60,พันคน,สำนักงานสถิติแห่งชาติ
2562,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,10 - 14 ปี,311,พันคน,สำนักงานสถิติแห่งชาติ
2562,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,15 - 19 ปี,859,พันคน,สำนักงานสถิติแห่งชาติ
2562,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,20 - 24 ปี,897,พันคน,สำนักงานสถิติแห่งชาติ
2562,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,25 - 29 ปี,853,พันคน,สำนักงานสถิติแห่งชาติ
2562,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,30 - 34 ปี,744,พันคน,สำนักงานสถิติแห่งชาติ
2562,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,35 - 39 ปี,754,พันคน,สำนักงานสถิติแห่งชาติ
2562,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,40 - 49 ปี,1121,พันคน,สำนักงานสถิติแห่งชาติ
2562,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,50 - 59 ปี,593,พันคน,สำนักงานสถิติแห่งชาติ
2562,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,60 ปีขึ้นไป,205,พันคน,สำนักงานสถิติแห่งชาติ
2563,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,รวม,8487,พันคน,สำนักงานสถิติแห่งชาติ
2563,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,6 - 9 ปี,87,พันคน,สำนักงานสถิติแห่งชาติ
2563,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,10 - 14 ปี,358,พันคน,สำนักงานสถิติแห่งชาติ
2563,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,15 - 19 ปี,999,พันคน,สำนักงานสถิติแห่งชาติ
2563,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,20 - 24 ปี,1143,พันคน,สำนักงานสถิติแห่งชาติ
2563,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,25 - 29 ปี,1159,พันคน,สำนักงานสถิติแห่งชาติ
2563,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,30 - 34 ปี,1008,พันคน,สำนักงานสถิติแห่งชาติ
2563,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,35 - 39 ปี,948,พันคน,สำนักงานสถิติแห่งชาติ
2563,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,40 - 49 ปี,1533,พันคน,สำนักงานสถิติแห่งชาติ
2563,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,50 - 59 ปี,915,พันคน,สำนักงานสถิติแห่งชาติ
2563,ใช้พื้นที่บนอินเทอร์เน็ตเพื่อเก็บเอกสาร รูปภาพ เพลง วิดีโอ หรือไฟล์อื่นๆ เช่น Google Drive iCloud Dropbox ฯลฯ,60 ปีขึ้นไป,337,พันคน,สำนักงานสถิติแห่งชาติ
2562,สร้าง Homepage (จัดการ Homepage ของตนเอง),รวม,492,พันคน,สำนักงานสถิติแห่งชาติ
2562,สร้าง Homepage (จัดการ Homepage ของตนเอง),6 - 9 ปี,1,พันคน,สำนักงานสถิติแห่งชาติ
2562,สร้าง Homepage (จัดการ Homepage ของตนเอง),10 - 14 ปี,7,พันคน,สำนักงานสถิติแห่งชาติ
2562,สร้าง Homepage (จัดการ Homepage ของตนเอง),15 - 19 ปี,57,พันคน,สำนักงานสถิติแห่งชาติ
2562,สร้าง Homepage (จัดการ Homepage ของตนเอง),20 - 24 ปี,82,พันคน,สำนักงานสถิติแห่งชาติ
2562,สร้าง Homepage (จัดการ Homepage ของตนเอง),25 - 29 ปี,58,พันคน,สำนักงานสถิติแห่งชาติ
2562,สร้าง Homepage (จัดการ Homepage ของตนเอง),30 - 34 ปี,71,พันคน,สำนักงานสถิติแห่งชาติ
2562,สร้าง Homepage (จัดการ Homepage ของตนเอง),35 - 39 ปี,56,พันคน,สำนักงานสถิติแห่งชาติ
2562,สร้าง Homepage (จัดการ Homepage ของตนเอง),40 - 49 ปี,99,พันคน,สำนักงานสถิติแห่งชาติ
2562,สร้าง Homepage (จัดการ Homepage ของตนเอง),50 - 59 ปี,47,พันคน,สำนักงานสถิติแห่งชาติ
2562,สร้าง Homepage (จัดการ Homepage ของตนเอง),60 ปีขึ้นไป,15,พันคน,สำนักงานสถิติแห่งชาติ
2563,สร้าง Homepage (จัดการ Homepage ของตนเอง),รวม,584,พันคน,สำนักงานสถิติแห่งชาติ
2563,สร้าง Homepage (จัดการ Homepage ของตนเอง),6 - 9 ปี,2,พันคน,สำนักงานสถิติแห่งชาติ
2563,สร้าง Homepage (จัดการ Homepage ของตนเอง),10 - 14 ปี,17,พันคน,สำนักงานสถิติแห่งชาติ
2563,สร้าง Homepage (จัดการ Homepage ของตนเอง),15 - 19 ปี,74,พันคน,สำนักงานสถิติแห่งชาติ
2563,สร้าง Homepage (จัดการ Homepage ของตนเอง),20 - 24 ปี,83,พันคน,สำนักงานสถิติแห่งชาติ
2563,สร้าง Homepage (จัดการ Homepage ของตนเอง),25 - 29 ปี,86,พันคน,สำนักงานสถิติแห่งชาติ
2563,สร้าง Homepage (จัดการ Homepage ของตนเอง),30 - 34 ปี,60,พันคน,สำนักงานสถิติแห่งชาติ
2563,สร้าง Homepage (จัดการ Homepage ของตนเอง),35 - 39 ปี,69,พันคน,สำนักงานสถิติแห่งชาติ
2563,สร้าง Homepage (จัดการ Homepage ของตนเอง),40 - 49 ปี,109,พันคน,สำนักงานสถิติแห่งชาติ
2563,สร้าง Homepage (จัดการ Homepage ของตนเอง),50 - 59 ปี,70,พันคน,สำนักงานสถิติแห่งชาติ
2563,สร้าง Homepage (จัดการ Homepage ของตนเอง),60 ปีขึ้นไป,15,พันคน,สำนักงานสถิติแห่งชาติ
2562,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),รวม,322,พันคน,สำนักงานสถิติแห่งชาติ
2562,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),6 - 9 ปี,1,พันคน,สำนักงานสถิติแห่งชาติ
2562,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),10 - 14 ปี,5,พันคน,สำนักงานสถิติแห่งชาติ
2562,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),15 - 19 ปี,40,พันคน,สำนักงานสถิติแห่งชาติ
2562,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),20 - 24 ปี,47,พันคน,สำนักงานสถิติแห่งชาติ
2562,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),25 - 29 ปี,40,พันคน,สำนักงานสถิติแห่งชาติ
2562,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),30 - 34 ปี,42,พันคน,สำนักงานสถิติแห่งชาติ
2562,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),35 - 39 ปี,40,พันคน,สำนักงานสถิติแห่งชาติ
2562,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),40 - 49 ปี,60,พันคน,สำนักงานสถิติแห่งชาติ
2562,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),50 - 59 ปี,35,พันคน,สำนักงานสถิติแห่งชาติ
2562,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),60 ปีขึ้นไป,12,พันคน,สำนักงานสถิติแห่งชาติ
2563,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),รวม,308,พันคน,สำนักงานสถิติแห่งชาติ
2563,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),6 - 9 ปี,0,พันคน,สำนักงานสถิติแห่งชาติ
2563,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),10 - 14 ปี,6,พันคน,สำนักงานสถิติแห่งชาติ
2563,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),15 - 19 ปี,37,พันคน,สำนักงานสถิติแห่งชาติ
2563,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),20 - 24 ปี,42,พันคน,สำนักงานสถิติแห่งชาติ
2563,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),25 - 29 ปี,53,พันคน,สำนักงานสถิติแห่งชาติ
2563,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),30 - 34 ปี,33,พันคน,สำนักงานสถิติแห่งชาติ
2563,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),35 - 39 ปี,32,พันคน,สำนักงานสถิติแห่งชาติ
2563,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),40 - 49 ปี,63,พันคน,สำนักงานสถิติแห่งชาติ
2563,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),50 - 59 ปี,34,พันคน,สำนักงานสถิติแห่งชาติ
2563,เป็นเจ้าของ Blog (จัดการเนื้อหาบน blog),60 ปีขึ้นไป,10,พันคน,สำนักงานสถิติแห่งชาติ
2562,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,รวม,719,พันคน,สำนักงานสถิติแห่งชาติ
2562,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,6 - 9 ปี,18,พันคน,สำนักงานสถิติแห่งชาติ
2562,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,10 - 14 ปี,72,พันคน,สำนักงานสถิติแห่งชาติ
2562,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,15 - 19 ปี,144,พันคน,สำนักงานสถิติแห่งชาติ
2562,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,20 - 24 ปี,118,พันคน,สำนักงานสถิติแห่งชาติ
2562,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,25 - 29 ปี,66,พันคน,สำนักงานสถิติแห่งชาติ
2562,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,30 - 34 ปี,66,พันคน,สำนักงานสถิติแห่งชาติ
2562,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,35 - 39 ปี,65,พันคน,สำนักงานสถิติแห่งชาติ
2562,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,40 - 49 ปี,98,พันคน,สำนักงานสถิติแห่งชาติ
2562,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,50 - 59 ปี,50,พันคน,สำนักงานสถิติแห่งชาติ
2562,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,60 ปีขึ้นไป,22,พันคน,สำนักงานสถิติแห่งชาติ
2563,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,รวม,1042,พันคน,สำนักงานสถิติแห่งชาติ
2563,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,6 - 9 ปี,26,พันคน,สำนักงานสถิติแห่งชาติ
2563,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,10 - 14 ปี,108,พันคน,สำนักงานสถิติแห่งชาติ
2563,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,15 - 19 ปี,213,พันคน,สำนักงานสถิติแห่งชาติ
2563,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,20 - 24 ปี,149,พันคน,สำนักงานสถิติแห่งชาติ
2563,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,25 - 29 ปี,109,พันคน,สำนักงานสถิติแห่งชาติ
2563,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,30 - 34 ปี,81,พันคน,สำนักงานสถิติแห่งชาติ
2563,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,35 - 39 ปี,82,พันคน,สำนักงานสถิติแห่งชาติ
2563,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,40 - 49 ปี,165,พันคน,สำนักงานสถิติแห่งชาติ
2563,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,50 - 59 ปี,85,พันคน,สำนักงานสถิติแห่งชาติ
2563,มีส่วนร่วมในสารานุกรมออนไลน์ เช่น วิกิพีเดีย (Wikipedia)  เพื่อใช้ในการศึกษาเรียนรู้,60 ปีขึ้นไป,26,พันคน,สำนักงานสถิติแห่งชาติ
2562,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,รวม,1054,พันคน,สำนักงานสถิติแห่งชาติ
2562,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,6 - 9 ปี,2,พันคน,สำนักงานสถิติแห่งชาติ
2562,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,10 - 14 ปี,21,พันคน,สำนักงานสถิติแห่งชาติ
2562,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,15 - 19 ปี,117,พันคน,สำนักงานสถิติแห่งชาติ
2562,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,20 - 24 ปี,130,พันคน,สำนักงานสถิติแห่งชาติ
2562,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,25 - 29 ปี,136,พันคน,สำนักงานสถิติแห่งชาติ
2562,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,30 - 34 ปี,128,พันคน,สำนักงานสถิติแห่งชาติ
2562,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,35 - 39 ปี,149,พันคน,สำนักงานสถิติแห่งชาติ
2562,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,40 - 49 ปี,200,พันคน,สำนักงานสถิติแห่งชาติ
2562,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,50 - 59 ปี,123,พันคน,สำนักงานสถิติแห่งชาติ
2562,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,60 ปีขึ้นไป,48,พันคน,สำนักงานสถิติแห่งชาติ
2563,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,รวม,1266,พันคน,สำนักงานสถิติแห่งชาติ
2563,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,6 - 9 ปี,2,พันคน,สำนักงานสถิติแห่งชาติ
2563,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,10 - 14 ปี,24,พันคน,สำนักงานสถิติแห่งชาติ
2563,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,15 - 19 ปี,126,พันคน,สำนักงานสถิติแห่งชาติ
2563,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,20 - 24 ปี,192,พันคน,สำนักงานสถิติแห่งชาติ
2563,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,25 - 29 ปี,166,พันคน,สำนักงานสถิติแห่งชาติ
2563,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,30 - 34 ปี,130,พันคน,สำนักงานสถิติแห่งชาติ
2563,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,35 - 39 ปี,152,พันคน,สำนักงานสถิติแห่งชาติ
2563,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,40 - 49 ปี,257,พันคน,สำนักงานสถิติแห่งชาติ
2563,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,50 - 59 ปี,164,พันคน,สำนักงานสถิติแห่งชาติ
2563,โพสต์ความคิดเห็นเกี่ยวกับประเด็นบ้านเมืองหรือการเมือง ผ่านเว็บไซต์ เช่น blog social media เป็นต้น,60 ปีขึ้นไป,54,พันคน,สำนักงานสถิติแห่งชาติ
